ZIP,15-24,25-44,45-64,65+
ZCTA5 93908,1.3,17.8,46.2,34.7
ZCTA5 93920,6.4,45.8,22.3,25.5
ZCTA5 93921,0,17.9,29.3,52.8
ZCTA5 93923,0,11.4,27.4,61.1
ZCTA5 93924,0,14.9,40.4,44.7
ZCTA5 93925,1.6,30.5,55.1,12.8
ZCTA5 93926,0,36.8,48.3,14.9
ZCTA5 93927,4.4,43.9,36.5,15.2
ZCTA5 93928,0,100,0,0
ZCTA5 93930,3.1,42.8,37.3,16.7
ZCTA5 93932,0,22.1,42.6,35.3
ZCTA5 93933,6.6,31.7,36.8,25
ZCTA5 93940,4.1,34.4,31.5,29.9
ZCTA5 93943,-,-,-,-
ZCTA5 93950,1.8,22.3,36.5,39.4
ZCTA5 93953,0.5,12.7,27.7,59.2
ZCTA5 93954,3.4,36.2,37.9,22.4
ZCTA5 93955,4.7,38.2,36,21.1
ZCTA5 93960,2.5,34.4,43.4,19.8
ZCTA5 93962,0,0,58.1,41.9
ZCTA5 94002,1.2,34.6,38.8,25.4
ZCTA5 94005,0,25.3,49.7,25
ZCTA5 94010,0.4,34.9,39.4,25.3
ZCTA5 94014,3.3,30.3,39.3,27.1
ZCTA5 94015,3.9,31.4,38.1,26.6
ZCTA5 94019,0.9,20.7,42.7,35.8
ZCTA5 94020,0,26.9,39,34
ZCTA5 94021,0,0,61.5,38.5
ZCTA5 94022,0.4,19.3,40.5,39.8
ZCTA5 94024,0,17,50.4,32.6
ZCTA5 94025,2.2,31.2,41,25.5
ZCTA5 94027,0.8,12.2,46,41
ZCTA5 94028,0,12.4,41.5,46.2
ZCTA5 94030,1.2,28.1,40.4,30.3
ZCTA5 94037,0,2.9,42,55.1
ZCTA5 94038,0,30.4,43.9,25.7
ZCTA5 94040,4.9,48.6,29.9,16.6
ZCTA5 94041,4.3,51,28.6,16.2
ZCTA5 94043,5,46.4,30.6,17.9
ZCTA5 94044,1.4,26.9,42.9,28.7
ZCTA5 94060,0,16,68.3,15.7
ZCTA5 94061,2.8,38.1,36.8,22.4
ZCTA5 94062,1.4,24.9,44.3,29.4
ZCTA5 94063,4.7,43.5,35.2,16.5
ZCTA5 94065,1.4,33.2,44.9,20.5
ZCTA5 94066,2.2,37.1,38.1,22.6
ZCTA5 94070,1,29.9,44.3,24.8
ZCTA5 94074,0,0,81.1,18.9
ZCTA5 94080,1.3,31.8,42.5,24.3
ZCTA5 94085,6.1,59.6,25.8,8.5
ZCTA5 94086,2.2,54.4,27.6,15.8
ZCTA5 94087,1.2,40.1,36.4,22.3
ZCTA5 94089,2.2,46.1,33,18.7
ZCTA5 94102,3.4,43,32.1,21.5
ZCTA5 94103,3.2,47.8,32.7,16.3
ZCTA5 94104,0,23.6,40,36.4
ZCTA5 94105,6.1,62.3,23.9,7.7
ZCTA5 94107,2.2,55.9,27.6,14.3
ZCTA5 94108,3,42.5,26.4,28.2
ZCTA5 94109,3.8,48,26.1,22.1
ZCTA5 94110,2.3,47.3,34.5,16
ZCTA5 94111,2.3,33.4,26.3,38.1
ZCTA5 94112,1.9,28.7,43,26.3
ZCTA5 94114,1.7,44.2,35.1,18.9
ZCTA5 94115,3,47.3,26.2,23.5
ZCTA5 94116,1.7,26,39.4,32.9
ZCTA5 94117,2.2,54.2,29.2,14.4
ZCTA5 94118,3.7,42.7,30.2,23.4
ZCTA5 94121,2.3,33.2,36.3,28.2
ZCTA5 94122,2,38.9,33.4,25.7
ZCTA5 94123,3.2,56.7,21.8,18.3
ZCTA5 94124,1.8,35.2,38,25
ZCTA5 94127,1,23,43,32.9
ZCTA5 94128,-,-,-,-
ZCTA5 94129,5,49.5,35.3,10.2
ZCTA5 94130,3.5,63.4,30.2,3
ZCTA5 94131,1.8,37.9,36.6,23.7
ZCTA5 94132,10.5,29.6,31.1,28.8
ZCTA5 94133,2,38.2,30,29.8
ZCTA5 94134,2.4,26.8,42.8,28
ZCTA5 94158,2.4,70.4,18.2,9
ZCTA5 94301,1.2,30.4,35.3,33.1
ZCTA5 94303,2.8,34.3,42.4,20.5
ZCTA5 94304,4.8,42.9,19.8,32.5
ZCTA5 94305,25.2,51.6,10,13.3
ZCTA5 94306,1.7,31.8,38.4,28
ZCTA5 94401,2,42.3,28.8,26.9
ZCTA5 94402,1.7,30.9,39.3,28
ZCTA5 94403,1.6,40.1,34.8,23.5
ZCTA5 94404,0.9,37.2,36.1,25.9
ZCTA5 94501,1.6,37.8,37,23.6
ZCTA5 94502,0.7,25.4,44.2,29.7
ZCTA5 94503,0.9,31.7,48.2,19.2
ZCTA5 94505,0.4,29.6,46.3,23.8
ZCTA5 94506,0,20.1,54.5,25.4
ZCTA5 94507,0,12.5,47.8,39.6
ZCTA5 94508,4.8,27.3,44.2,23.7
ZCTA5 94509,3.4,34.5,40.8,21.3
ZCTA5 94510,0.6,23.5,44.9,30.9
ZCTA5 94511,0,26.9,26,47
ZCTA5 94512,0,0,100,0
ZCTA5 94513,1,27,44.8,27.2
ZCTA5 94514,1.3,27.3,29.9,41.5
ZCTA5 94515,1.9,24.7,34.8,38.7
ZCTA5 94516,0,27.1,39.6,33.3
ZCTA5 94517,0,19.7,49.4,30.9
ZCTA5 94518,1.8,28.6,44.2,25.4
ZCTA5 94519,0.5,33.7,43.2,22.6
ZCTA5 94520,3.5,43.2,35.6,17.8
ZCTA5 94521,1.8,28.9,41,28.3
ZCTA5 94523,2.5,30.7,41.8,25
ZCTA5 94525,0,25.2,50.4,24.4
ZCTA5 94526,0.2,18.7,47.9,33.2
ZCTA5 94528,0,0,18.4,81.6
ZCTA5 94530,1.6,31.6,37,29.8
ZCTA5 94531,1,32,49,18
ZCTA5 94533,3.1,36.4,39.2,21.3
ZCTA5 94534,1.6,30.5,43.8,24
ZCTA5 94535,10.9,78.5,10.6,0
ZCTA5 94536,1.1,40.5,38.5,20
ZCTA5 94538,1,46.4,36.5,16
ZCTA5 94539,0.2,29.3,50.7,19.8
ZCTA5 94541,2.7,36.4,42.1,18.8
ZCTA5 94542,5.4,34.6,38.1,21.9
ZCTA5 94544,2.6,39.1,39.6,18.7
ZCTA5 94545,0.7,32,42.2,25.2
ZCTA5 94546,0.8,31.9,41.9,25.4
ZCTA5 94547,0.4,27.1,49.7,22.9
ZCTA5 94548,0,38,62,0
ZCTA5 94549,1.1,20.9,47.3,30.7
ZCTA5 94550,0.6,27.9,44.2,27.4
ZCTA5 94551,1.1,37.8,43.8,17.3
ZCTA5 94552,0,21.9,49,29.1
ZCTA5 94553,1.3,29.7,44.2,24.8
ZCTA5 94555,0.8,41,39.6,18.6
ZCTA5 94556,2.2,18.7,40.3,38.8
ZCTA5 94558,1.3,25.4,40.8,32.6
ZCTA5 94559,1.7,35.4,36,27
ZCTA5 94560,1.3,37.7,38.5,22.5
ZCTA5 94561,2.1,36.8,43.3,17.8
ZCTA5 94563,0.2,16.6,46.6,36.6
ZCTA5 94564,1,26.2,40,32.8
ZCTA5 94565,3.3,38.4,40.8,17.6
ZCTA5 94566,0.5,23.9,51.3,24.3
ZCTA5 94567,0.9,26.4,45.9,26.8
ZCTA5 94568,1.2,47,39,12.9
ZCTA5 94569,0,33.7,66.3,0
ZCTA5 94571,2.9,6.3,34.4,56.4
ZCTA5 94572,1.4,34.4,42.1,22.2
ZCTA5 94573,0,100,0,0
ZCTA5 94574,1,17.7,39.6,41.7
ZCTA5 94575,-,-,-,-
ZCTA5 94576,0,0,48.9,51.1
ZCTA5 94577,1.6,29.5,43.9,24.9
ZCTA5 94578,2.3,41.7,37.1,19
ZCTA5 94579,0.9,27.8,47,24.4
ZCTA5 94580,0.6,33.3,43.5,22.5
ZCTA5 94582,1.1,37.4,51.8,9.7
ZCTA5 94583,0.3,32.1,46.8,20.8
ZCTA5 94585,2.6,37.9,39.7,19.9
ZCTA5 94586,0,15.1,63,22
ZCTA5 94587,0.9,35.5,39.1,24.6
ZCTA5 94588,1.1,32.2,44.3,22.4
ZCTA5 94589,3.1,30.3,39.9,26.7
ZCTA5 94590,2.7,35.1,39.5,22.6
ZCTA5 94591,1.5,28.5,42.1,27.9
ZCTA5 94592,2.7,52.9,39.9,4.5
ZCTA5 94595,0.5,9.9,17.7,72
ZCTA5 94596,3.8,39.1,31.4,25.7
ZCTA5 94597,3.6,41.1,32.8,22.5
ZCTA5 94598,1.1,28.2,37.9,32.8
ZCTA5 94599,0,14.5,30.4,55.1
ZCTA5 94601,4.2,41.3,38.8,15.6
ZCTA5 94602,0.7,33.3,40.7,25.3
ZCTA5 94603,2.9,40.2,38.5,18.4
ZCTA5 94605,2.7,33.8,37.6,25.9
ZCTA5 94606,2.9,46.2,32.4,18.5
ZCTA5 94607,3,46,28.3,22.8
ZCTA5 94608,3,48.9,30.9,17.2
ZCTA5 94609,4.2,54,29.6,12.3
ZCTA5 94610,1.6,44.4,32,22.1
ZCTA5 94611,1,30.7,38.5,29.8
ZCTA5 94612,3.8,47.6,21.8,26.7
ZCTA5 94613,0,100,0,0
ZCTA5 94618,1,33.1,36.2,29.8
ZCTA5 94619,1.2,31.4,39.4,28
ZCTA5 94621,3.5,42.2,37.2,17.1
ZCTA5 94702,1.9,36.4,32.9,28.9
ZCTA5 94703,5.8,40.4,32.7,21.1
ZCTA5 94704,38.2,33.4,17,11.4
ZCTA5 94705,3.3,30.8,34.6,31.3
ZCTA5 94706,2.1,39.6,37.9,20.3
ZCTA5 94707,0.8,14.8,37.7,46.8
ZCTA5 94708,0.5,17.7,38.5,43.3
ZCTA5 94709,14.8,42,21.9,21.2
ZCTA5 94710,4.9,39.6,36,19.5
ZCTA5 94720,0,0,84.6,15.4
ZCTA5 94801,4.6,37.2,37.7,20.4
ZCTA5 94803,0.7,24.4,44.1,30.8
ZCTA5 94804,3.4,33.4,40.5,22.7
ZCTA5 94805,0.9,33.2,39.6,26.4
ZCTA5 94806,3.2,35.1,43,18.7
ZCTA5 94850,-,-,-,-
ZCTA5 94901,2.4,30.8,36.8,30
ZCTA5 94903,0.6,20.8,41.8,36.8
ZCTA5 94904,0.6,19.2,43.9,36.4
ZCTA5 94920,0,16.4,42.3,41.3
ZCTA5 94922,0,23.8,28.3,47.9
ZCTA5 94923,4.7,4.7,20.8,69.8
ZCTA5 94924,0,14.6,24.9,60.6
ZCTA5 94925,2,21.6,44.1,32.3
ZCTA5 94928,6.7,34.4,36.3,22.6
ZCTA5 94929,0,40.6,41.7,17.7
ZCTA5 94930,2.3,18.4,42.9,36.4
ZCTA5 94931,3.5,37.8,32.7,26
ZCTA5 94933,0,29.2,39.5,31.3
ZCTA5 94937,2.5,3,41,53.5
ZCTA5 94938,0,32.1,40.6,27.3
ZCTA5 94939,3,15.8,46.3,35
ZCTA5 94940,0,7.1,32.7,60.2
ZCTA5 94941,0.7,19,47.3,33
ZCTA5 94945,0.5,20.9,45.7,32.9
ZCTA5 94946,3.4,8.2,35.4,52.9
ZCTA5 94947,0.5,17.7,47.5,34.4
ZCTA5 94949,2.4,16.5,47.8,33.3
ZCTA5 94950,0,33.3,37.3,29.4
ZCTA5 94951,0.6,16.2,47.2,36
ZCTA5 94952,0.6,28.2,41.9,29.2
ZCTA5 94954,1.4,26.2,40.3,32.2
ZCTA5 94956,0,16,37.9,46
ZCTA5 94957,0,17.4,38.7,43.9
ZCTA5 94960,0.8,19,48.4,31.8
ZCTA5 94963,0,21.7,0,78.3
ZCTA5 94964,0,0,82.9,17.1
ZCTA5 94965,0.8,24.2,40.6,34.3
ZCTA5 94970,0,8.7,34.7,56.6
ZCTA5 94971,0,19.8,35.3,44.8
ZCTA5 94972,0,0,0,100
ZCTA5 94973,0,3.5,35.4,61
ZCTA5 95002,0,29.1,49,21.9
ZCTA5 95003,1.2,17.6,45.3,36
ZCTA5 95004,2.7,18.5,56.9,21.8
ZCTA5 95005,0.6,29.2,45.8,24.3
ZCTA5 95006,0.5,23.4,49,27.1
ZCTA5 95007,0,15.8,25.6,58.6
ZCTA5 95008,0.9,38.2,41.1,19.9
ZCTA5 95010,1.7,31,32.5,34.8
ZCTA5 95012,3.6,47.6,33.6,15.2
ZCTA5 95013,0,53.1,46.9,0
ZCTA5 95014,2.1,31.5,43.4,23
ZCTA5 95017,1.5,11.6,47.5,39.4
ZCTA5 95018,1.2,24.4,45.9,28.4
ZCTA5 95019,2.7,20.3,49.9,27.1
ZCTA5 95020,1.6,34,43.2,21.2
ZCTA5 95023,1.4,33.6,42.4,22.6
ZCTA5 95030,0.4,12.7,50.4,36.5
ZCTA5 95032,0.5,23,48.2,28.3
ZCTA5 95033,0.3,17.1,54.3,28.3
ZCTA5 95035,1.3,40.9,39.2,18.7
ZCTA5 95037,0.4,29.2,45.6,24.7
ZCTA5 95039,7.6,35,27.7,29.6
ZCTA5 95041,0,13,57,30
ZCTA5 95043,0.4,16.5,54.6,28.5
ZCTA5 95045,0.3,22,44.2,33.5
ZCTA5 95046,0,24.6,44.2,31.3
ZCTA5 95050,5.8,42.3,33,18.9
ZCTA5 95051,1.6,47.9,32.3,18.3
ZCTA5 95053,-,-,-,-
ZCTA5 95054,5,56.5,26.7,11.8
ZCTA5 95060,13.9,25.8,34.5,25.8
ZCTA5 95062,2.6,31.1,39.3,27
ZCTA5 95064,22.8,40.4,32.8,4
ZCTA5 95065,1.4,23.1,38.1,37.5
ZCTA5 95066,2.1,22.5,44,31.3
ZCTA5 95070,0,14.7,49.1,36.2
ZCTA5 95073,0,21.5,44.3,34.2
ZCTA5 95075,5.6,15.3,54.2,25
ZCTA5 95076,0.9,33.2,43.1,22.8
ZCTA5 95110,3.3,53,32.4,11.3
ZCTA5 95111,2.1,34.6,43,20.3
ZCTA5 95112,8.8,42,31.5,17.7
ZCTA5 95113,5.2,59.9,21.4,13.5
ZCTA5 95116,2.8,39,38.1,20.1
ZCTA5 95117,1.9,43.2,38.9,16
ZCTA5 95118,1,34,42,23
ZCTA5 95119,0.6,32.2,43.1,24.2
ZCTA5 95120,0.1,18.9,49.5,31.5
ZCTA5 95121,1.7,28.5,46.1,23.8
ZCTA5 95122,2.4,34.8,41.9,20.8
ZCTA5 95123,1.1,36.6,42.6,19.8
ZCTA5 95124,1.1,33,42.8,23.1
ZCTA5 95125,1.7,31.5,40.2,26.6
ZCTA5 95126,4.4,45.8,33.7,16.2
ZCTA5 95127,1.1,31.6,43.1,24.2
ZCTA5 95128,2.6,42,38.5,17
ZCTA5 95129,3.9,33,43.5,19.6
ZCTA5 95130,1,39.8,40.9,18.3
ZCTA5 95131,2.4,40,41.4,16.2
ZCTA5 95132,0.7,30,45.3,24
ZCTA5 95133,2,33.9,38,26
ZCTA5 95134,6.5,70.3,19.6,3.6
ZCTA5 95135,0,16.7,43.8,39.5
ZCTA5 95136,2.9,39.8,39.9,17.5
ZCTA5 95138,1,32.7,52,14.3
ZCTA5 95139,0.9,30.3,46.5,22.4
ZCTA5 95140,0,25.4,32.4,42.3
ZCTA5 95148,0.3,23.8,54.6,21.3
ZCTA5 95202,5,27.4,34.3,33.3
ZCTA5 95203,5.3,41.6,32.9,20.2
ZCTA5 95204,3.3,32.9,35.3,28.5
ZCTA5 95205,5.6,40,37,17.4
ZCTA5 95206,2.1,40.6,40.3,17
ZCTA5 95207,5.4,37.3,32.8,24.5
ZCTA5 95209,1.8,32.9,41.9,23.4
ZCTA5 95210,6,36.9,36.5,20.7
ZCTA5 95211,-,-,-,-
ZCTA5 95212,2.9,32.9,45.9,18.4
ZCTA5 95215,2,32.8,40.2,25
ZCTA5 95219,3,35.9,37.6,23.5
ZCTA5 95220,0.4,30.4,37.4,31.8
ZCTA5 95222,3.3,12,41.1,43.5
ZCTA5 95223,0.5,10.4,34.3,54.7
ZCTA5 95224,0,38.8,9.4,51.8
ZCTA5 95225,28.8,10,36.3,25
ZCTA5 95226,-,-,-,-
ZCTA5 95227,0,14.9,35.1,50
ZCTA5 95228,0.3,20.7,43.5,35.5
ZCTA5 95230,0,55.8,19.3,24.9
ZCTA5 95231,2.2,23.9,38,35.9
ZCTA5 95232,0,12.1,13.6,74.2
ZCTA5 95233,0,24.3,27,48.6
ZCTA5 95234,-,-,-,-
ZCTA5 95236,0,30.4,42.2,27.4
ZCTA5 95237,2.2,33.1,34.8,29.9
ZCTA5 95240,3.8,37.9,36,22.3
ZCTA5 95242,1.6,26.8,38,33.6
ZCTA5 95245,0,6.9,39.6,53.5
ZCTA5 95246,0.9,6.4,47.7,45
ZCTA5 95247,1,12.6,27.6,58.8
ZCTA5 95248,0,19.6,48.2,32.1
ZCTA5 95249,0,26.9,37.6,35.5
ZCTA5 95250,-,-,-,-
ZCTA5 95251,0,16.9,47.8,35.2
ZCTA5 95252,1.1,18.8,47.2,32.9
ZCTA5 95254,0,5.4,16.8,77.8
ZCTA5 95255,0,10.4,26.9,62.7
ZCTA5 95257,0,25.2,57.4,17.4
ZCTA5 95258,2,14.4,41.4,42.2
ZCTA5 95301,2.6,38.9,34.7,23.8
ZCTA5 95303,0,35.8,54.7,9.4
ZCTA5 95304,3.7,24.5,48.2,23.6
ZCTA5 95305,-,-,-,-
ZCTA5 95306,0,22.1,43.3,34.6
ZCTA5 95307,2.8,39.5,37.3,20.4
ZCTA5 95310,3.5,22.7,29.2,44.5
ZCTA5 95311,2.2,13.3,28.6,55.8
ZCTA5 95312,0,41.4,20,38.6
ZCTA5 95313,0,30.3,48.2,21.5
ZCTA5 95314,-,-,-,-
ZCTA5 95315,0.9,40.3,43.5,15.3
ZCTA5 95316,0.3,32.4,39.5,27.9
ZCTA5 95317,5.9,46.9,36.4,10.9
ZCTA5 95318,26.9,53.8,5.9,13.4
ZCTA5 95319,0,39.3,48.8,11.9
ZCTA5 95320,0.9,35.4,39.2,24.5
ZCTA5 95321,1.5,13,35.2,50.3
ZCTA5 95322,1.6,31.5,41.4,25.5
ZCTA5 95323,2.9,29.3,43.4,24.4
ZCTA5 95324,1.4,42.3,31.8,24.5
ZCTA5 95325,0,0,72.5,27.5
ZCTA5 95326,2.5,38.1,29.5,30
ZCTA5 95327,0.4,20.8,32.7,46
ZCTA5 95328,2.1,43,39.2,15.7
ZCTA5 95329,2.9,17,43.4,36.7
ZCTA5 95330,0.7,39.9,46.5,12.9
ZCTA5 95333,3,32.6,39,25.4
ZCTA5 95334,3.5,39.1,38.1,19.3
ZCTA5 95335,0,0,59.2,40.8
ZCTA5 95336,2.8,29.3,38.2,29.7
ZCTA5 95337,2.4,38.6,41.8,17.2
ZCTA5 95338,1.6,20.5,39,38.9
ZCTA5 95340,3.9,32.3,39.1,24.7
ZCTA5 95341,5.1,46.8,32.2,15.8
ZCTA5 95345,0,23,39.8,37.2
ZCTA5 95346,0,12.6,55.5,32
ZCTA5 95348,12.1,36.1,28.9,22.9
ZCTA5 95350,4.2,31.9,37.8,26.1
ZCTA5 95351,5,37.6,37.8,19.6
ZCTA5 95354,2.8,38.6,35.5,23
ZCTA5 95355,2.1,30.4,39.8,27.6
ZCTA5 95356,1.4,36.9,36.1,25.6
ZCTA5 95357,2,32.5,44,21.5
ZCTA5 95358,2.7,37.2,39.4,20.6
ZCTA5 95360,2.8,40.2,34.3,22.8
ZCTA5 95361,2.2,30.9,40.7,26.3
ZCTA5 95363,2.2,36.8,43.2,17.8
ZCTA5 95364,-,-,-,-
ZCTA5 95365,5.6,35.5,38.7,20.2
ZCTA5 95366,2.3,28,41.9,27.8
ZCTA5 95367,1.8,43,33.4,21.8
ZCTA5 95368,2.1,42.1,41.4,14.4
ZCTA5 95369,1.6,23.8,50,24.6
ZCTA5 95370,3.2,23.1,35.9,37.8
ZCTA5 95372,8.7,34.7,30.2,26.4
ZCTA5 95374,0.9,42,34.8,22.3
ZCTA5 95375,-,-,-,-
ZCTA5 95376,2.2,39.5,41,17.4
ZCTA5 95377,2,35.1,52.3,10.5
ZCTA5 95379,1.2,24.4,46.7,27.7
ZCTA5 95380,3.2,36.4,37.6,22.7
ZCTA5 95382,5.2,35.4,34.8,24.6
ZCTA5 95383,4.5,18,48.4,29.1
ZCTA5 95385,0,28.4,60.8,10.8
ZCTA5 95386,0.3,36.4,40.9,22.5
ZCTA5 95387,0,34.8,44.3,20.9
ZCTA5 95388,3.4,33.8,42.4,20.4
ZCTA5 95389,12.7,36.7,26.5,24
ZCTA5 95391,0.6,53.4,41.3,4.7
ZCTA5 95401,2.6,34.5,40.1,22.9
ZCTA5 95403,2.2,31.8,37.7,28.2
ZCTA5 95404,2.2,30.3,40.7,26.8
ZCTA5 95405,2.2,23.8,40.6,33.4
ZCTA5 95407,1.8,38.7,41.6,17.9
ZCTA5 95409,0.9,18.2,29.8,51.1
ZCTA5 95410,0,14.7,54.9,30.4
ZCTA5 95412,0,9.2,37.3,53.6
ZCTA5 95415,2.3,29.6,37.6,30.5
ZCTA5 95417,0,19.9,0,80.1
ZCTA5 95420,0,21.5,45.9,32.6
ZCTA5 95421,0.9,14.5,40.4,44.2
ZCTA5 95422,1.9,28.5,37,32.5
ZCTA5 95423,3.8,10.9,48.9,36.4
ZCTA5 95425,1.3,26.5,38.8,33.4
ZCTA5 95426,0,24.8,43.3,31.9
ZCTA5 95427,0,14.8,33,52.2
ZCTA5 95428,2,34.3,23.8,39.9
ZCTA5 95429,0,17.2,32.8,50
ZCTA5 95430,0,0,0,100
ZCTA5 95431,-,-,-,-
ZCTA5 95432,0,11,42.9,46
ZCTA5 95435,0,0,85.2,14.8
ZCTA5 95436,0.4,24.2,40.8,34.6
ZCTA5 95437,1.9,22.2,36.9,39
ZCTA5 95439,0,28.6,20.9,50.5
ZCTA5 95441,2.1,22.8,40.7,34.5
ZCTA5 95442,4.9,15.5,44.9,34.8
ZCTA5 95443,0,25.9,23.5,50.6
ZCTA5 95444,0,22.9,52.3,24.8
ZCTA5 95445,0,12.9,36.1,50.9
ZCTA5 95446,1.2,18.7,46,34.1
ZCTA5 95448,1.1,18.4,41.7,38.8
ZCTA5 95449,0.4,30.6,51.3,17.7
ZCTA5 95450,0,30.7,49.6,19.7
ZCTA5 95451,1.4,25.4,37.8,35.3
ZCTA5 95452,0,3.9,45.3,50.7
ZCTA5 95453,0.7,21.5,35.5,42.3
ZCTA5 95454,0.1,19.5,41.2,39.2
ZCTA5 95456,1.3,8.6,48.5,41.6
ZCTA5 95457,0,14,35.7,50.3
ZCTA5 95458,4.3,25.9,42,27.8
ZCTA5 95459,0,27.2,31.7,41.1
ZCTA5 95460,0.8,13.6,39.4,46.3
ZCTA5 95461,0,25.6,36,38.4
ZCTA5 95462,0,12.7,44.3,43.1
ZCTA5 95463,0,28.8,46.6,24.7
ZCTA5 95464,0,24.3,40.6,35.1
ZCTA5 95465,0,26.8,32.8,40.4
ZCTA5 95466,3.3,30.6,29.1,37.1
ZCTA5 95467,3.3,27,39.7,30.1
ZCTA5 95468,0.5,29.2,35.1,35.2
ZCTA5 95469,0,29.9,37.3,32.9
ZCTA5 95470,1.1,23.4,49.3,26.1
ZCTA5 95471,11.9,23.7,28.9,35.6
ZCTA5 95472,0.9,19.9,39.4,39.9
ZCTA5 95476,1.6,20.2,37.2,41
ZCTA5 95482,2.8,31.6,36.2,29.4
ZCTA5 95485,5.5,19.8,41.9,32.8
ZCTA5 95486,48.5,0,0,51.5
ZCTA5 95488,0,65.8,0,34.2
ZCTA5 95490,3.9,28.3,30.9,36.9
ZCTA5 95492,0.7,27.6,42.9,28.8
ZCTA5 95493,23.5,0,27.9,48.6
ZCTA5 95494,0,32.8,31.3,35.9
ZCTA5 95497,0,9.1,31.5,59.4
ZCTA5 95501,3.8,34.6,34.7,26.9
ZCTA5 95503,4.1,30.4,34.9,30.6
ZCTA5 95511,0,13,54.6,32.4
ZCTA5 95514,0,60,10,30
ZCTA5 95519,5,33.7,34,27.3
ZCTA5 95521,21.7,28.4,28,22
ZCTA5 95524,3,17.8,37.7,41.6
ZCTA5 95525,3.7,34.5,32.2,29.6
ZCTA5 95526,0,11.5,67.2,21.3
ZCTA5 95527,4.3,10.9,50.4,34.4
ZCTA5 95528,4,23.2,41.1,31.7
ZCTA5 95531,3.1,28.1,40,28.8
ZCTA5 95536,3.1,21.1,38.8,37
ZCTA5 95537,0,0,50,50
ZCTA5 95540,3,31.2,35.6,30.2
ZCTA5 95542,6.4,28,37.7,27.8
ZCTA5 95543,0,5.2,25.4,69.4
ZCTA5 95545,0,7.9,18.4,73.7
ZCTA5 95546,8.9,24.6,44.8,21.8
ZCTA5 95547,0,22.7,43.1,34.2
ZCTA5 95548,2,23.8,27.1,47.1
ZCTA5 95549,0.3,33.1,36.3,30.3
ZCTA5 95550,0,65,17.5,17.5
ZCTA5 95551,5.8,28.6,36.7,28.9
ZCTA5 95552,1.8,19,54.9,24.2
ZCTA5 95553,0,58.6,7.7,33.7
ZCTA5 95554,0,21.9,46.1,32
ZCTA5 95555,1.7,21.8,46,30.5
ZCTA5 95556,1.9,27.8,51.9,18.4
ZCTA5 95558,0,25.3,32.8,41.9
ZCTA5 95559,42.9,0,28.6,28.6
ZCTA5 95560,0,15.1,50.2,34.7
ZCTA5 95562,5.1,40.6,28.2,26.1
ZCTA5 95563,0,16.7,47.5,35.8
ZCTA5 95564,6.3,30.4,41.1,22.2
ZCTA5 95565,17.3,37.3,28.2,17.3
ZCTA5 95567,0,27.1,30.3,42.6
ZCTA5 95568,0,17.7,63.3,19
ZCTA5 95569,2.2,0,80.9,16.9
ZCTA5 95570,6,26.3,33.8,33.8
ZCTA5 95571,29.7,0,60.9,9.4
ZCTA5 95573,0,34.4,34.1,31.5
ZCTA5 95585,0,32.7,48.1,19.2
ZCTA5 95587,0,0,75.6,24.4
ZCTA5 95589,0,30.7,31.6,37.8
ZCTA5 95595,0,10,33.3,56.7
ZCTA5 95601,0,64.7,17.6,17.6
ZCTA5 95602,0.9,17.1,41.1,40.9
ZCTA5 95603,1.8,22.6,39.9,35.7
ZCTA5 95604,0,33.3,23.5,43.1
ZCTA5 95605,6.1,35.2,39.7,19
ZCTA5 95606,2,13.3,30.6,54.1
ZCTA5 95607,0,0,37.1,62.9
ZCTA5 95608,3.5,30,37.8,28.6
ZCTA5 95610,5.4,36.1,35,23.5
ZCTA5 95612,0,25.5,43.6,30.9
ZCTA5 95614,0.7,11.2,53.3,34.9
ZCTA5 95615,0,39.2,38,22.9
ZCTA5 95616,32.7,27.2,20.6,19.6
ZCTA5 95618,12.3,31,35.5,21.3
ZCTA5 95619,1.3,28.4,31.6,38.7
ZCTA5 95620,2.7,35.1,40.2,22
ZCTA5 95621,3.5,29.8,37,29.7
ZCTA5 95623,0.9,25.2,41.2,32.6
ZCTA5 95624,1.4,31.6,45.1,21.9
ZCTA5 95625,0,0,100,0
ZCTA5 95626,2.6,28.2,41,28.2
ZCTA5 95627,2.6,47.8,25.8,23.7
ZCTA5 95628,2.1,24.9,39.7,33.3
ZCTA5 95629,0,24,32.9,43.1
ZCTA5 95630,1.9,32.2,44.7,21.2
ZCTA5 95631,0,19.9,51.4,28.8
ZCTA5 95632,2,31.1,42.3,24.6
ZCTA5 95633,0,27.6,50.7,21.7
ZCTA5 95634,0.9,17.7,39.7,41.7
ZCTA5 95635,0,11.6,44.2,44.2
ZCTA5 95636,0,16.3,34.3,49.4
ZCTA5 95637,0,30.9,21.6,47.4
ZCTA5 95638,0,13.5,51.6,35
ZCTA5 95639,0,7.9,75.4,16.7
ZCTA5 95640,1.1,17.7,45.3,35.9
ZCTA5 95641,2.4,20.7,40.1,36.9
ZCTA5 95642,1.3,22,33.3,43.4
ZCTA5 95645,0,24.1,49,26.9
ZCTA5 95646,0,8.8,76.5,14.7
ZCTA5 95648,1.2,27.7,28.6,42.5
ZCTA5 95650,1.5,19.8,45,33.7
ZCTA5 95651,0,9.6,88.6,1.8
ZCTA5 95652,8.7,53.7,33.9,3.7
ZCTA5 95653,0,40.4,42.5,17.1
