ZIP,15-24,25-44,45-64,65+
ZCTA5 15942,0,17.3,44.3,38.3
ZCTA5 15943,4.9,23.6,36.4,35.1
ZCTA5 15944,0.5,21.9,44.1,33.5
ZCTA5 15945,0,20,37.1,42.9
ZCTA5 15946,2,26.6,37.1,34.3
ZCTA5 15948,0,28.4,20.6,51
ZCTA5 15949,0,14.7,51.7,33.6
ZCTA5 15951,0,6.3,66.5,27.1
ZCTA5 15952,8.9,22,34.9,34.1
ZCTA5 15953,0,100,0,0
ZCTA5 15954,2.8,21.2,38.9,37.1
ZCTA5 15955,0.9,25.2,44.2,29.6
ZCTA5 15956,3.2,33.2,32.3,31.3
ZCTA5 15957,6.7,26,30.7,36.6
ZCTA5 15958,2,33.1,36.8,28
ZCTA5 15960,0,17.5,61,21.5
ZCTA5 15961,1.6,18.4,45.7,34.2
ZCTA5 15962,7.1,20,48.6,24.3
ZCTA5 15963,0.9,26.3,35.5,37.3
ZCTA5 16001,2.9,25.9,41.3,29.9
ZCTA5 16002,1.4,22.7,42.4,33.5
ZCTA5 16020,3.5,28.1,43.3,25.1
ZCTA5 16022,9.8,28.8,35.3,26.1
ZCTA5 16023,0.6,15.1,36.4,47.9
ZCTA5 16024,2.2,35.6,48.9,13.3
ZCTA5 16025,1.1,25,43.7,30.2
ZCTA5 16027,0,24.2,48.4,27.4
ZCTA5 16028,3.1,24.8,38,34
ZCTA5 16029,3.6,30.5,50.7,15.2
ZCTA5 16030,12.8,22.2,31.6,33.3
ZCTA5 16033,3.2,30,40.1,26.7
ZCTA5 16034,2.2,32.9,46,18.9
ZCTA5 16035,19.1,21.3,31.9,27.7
ZCTA5 16036,0,11.1,37.8,51.1
ZCTA5 16037,1.1,27.6,41.5,29.7
ZCTA5 16038,4.1,27.2,41.5,27.2
ZCTA5 16040,1.7,26,43,29.2
ZCTA5 16041,1.4,29.8,36.1,32.7
ZCTA5 16045,4.5,35.8,40.2,19.5
ZCTA5 16046,1.9,36.2,46.2,15.8
ZCTA5 16048,0,15.1,73.6,11.3
ZCTA5 16049,1.8,24.3,41.4,32.6
ZCTA5 16050,2,27.1,47.9,23
ZCTA5 16051,1.9,22.9,41.2,34
ZCTA5 16052,0,16.1,55.5,28.4
ZCTA5 16053,0.4,24.9,46.9,27.7
ZCTA5 16054,1.7,21.5,39.8,37
ZCTA5 16055,1,27.9,40.9,30.2
ZCTA5 16056,0.5,22.3,40.1,37.1
ZCTA5 16057,20.7,25.2,33.6,20.4
ZCTA5 16059,1.2,25.3,36.9,36.6
ZCTA5 16061,4.3,20.3,48.8,26.7
ZCTA5 16063,2.9,25.4,35.6,36
ZCTA5 16066,2.1,35.9,42.8,19.3
ZCTA5 16101,2.6,25.6,39.4,32.3
ZCTA5 16102,2.1,29.8,38.2,29.9
ZCTA5 16105,4.5,23.1,37,35.4
ZCTA5 16110,5.5,12.4,44.8,37.2
ZCTA5 16111,3.7,26,35.5,34.8
ZCTA5 16112,1.2,22.9,46.3,29.5
ZCTA5 16113,7.9,24.6,41.4,26.2
ZCTA5 16114,0,29.4,38.7,31.9
ZCTA5 16115,1.8,21.2,46.8,30.2
ZCTA5 16116,1.7,27.6,42,28.7
ZCTA5 16117,2.6,28.6,38.9,29.9
ZCTA5 16120,2.3,27.7,40.1,29.8
ZCTA5 16121,1,22.4,44,32.7
ZCTA5 16123,1.6,24.2,53.6,20.6
ZCTA5 16124,1.9,24,38.6,35.5
ZCTA5 16125,3.2,22.4,39.3,35.1
ZCTA5 16127,3.5,26.8,39.4,30.3
ZCTA5 16130,3.4,22.2,41.5,32.9
ZCTA5 16131,2,28.4,44.4,25.3
ZCTA5 16132,0,31.5,52.7,15.8
ZCTA5 16133,1.9,27.1,41,30
ZCTA5 16134,1.5,19.3,40.2,38.9
ZCTA5 16136,0,25.9,38.4,35.7
ZCTA5 16137,3.1,23.4,41.2,32.3
ZCTA5 16140,0,0,50.7,49.3
ZCTA5 16141,5.5,24.1,38.2,32.1
ZCTA5 16142,5.8,29,31.4,33.8
ZCTA5 16143,4,20.5,41,34.6
ZCTA5 16145,1.9,25.4,40.1,32.5
ZCTA5 16146,4.6,29.7,37.7,28
ZCTA5 16148,3,21.1,37.2,38.7
ZCTA5 16150,0.8,25.5,41.8,31.9
ZCTA5 16151,7.7,36.5,50,5.8
ZCTA5 16153,1.7,20.9,44.7,32.6
ZCTA5 16154,0,26.6,42.3,31.1
ZCTA5 16155,0,0,0,100
ZCTA5 16156,2.5,21.8,48.6,27.1
ZCTA5 16157,1.1,17.4,47.9,33.5
ZCTA5 16159,1.7,20.4,44.1,33.8
ZCTA5 16160,0,20.3,33.2,46.6
ZCTA5 16161,0.6,20.4,46.1,32.9
ZCTA5 16201,2.1,22,43.3,32.6
ZCTA5 16210,1.8,27.4,34.7,36.2
ZCTA5 16211,0,19.1,51.1,29.8
ZCTA5 16212,5.2,29,46.5,19.4
ZCTA5 16213,0,28.8,34.6,36.5
ZCTA5 16214,20.6,27.1,28.6,23.8
ZCTA5 16217,0,0,64.8,35.2
ZCTA5 16218,0,26.7,34.1,39.2
ZCTA5 16222,5.7,23.7,34.5,36.1
ZCTA5 16223,10.3,17.5,32,40.2
ZCTA5 16224,4.3,23.6,45.9,26.2
ZCTA5 16226,0.6,21.9,37.2,40.3
ZCTA5 16228,4.7,24,38.5,32.8
ZCTA5 16229,0.7,27.6,44.7,27
ZCTA5 16230,2.3,22.5,42.2,32.9
ZCTA5 16232,4.6,26.7,36.7,32.1
ZCTA5 16233,0,24.4,39.8,35.7
ZCTA5 16235,0,29,32.3,38.7
ZCTA5 16236,0,21.4,28.2,50.5
ZCTA5 16238,0,30.6,44.4,25
ZCTA5 16239,0,3.7,38.9,57.4
ZCTA5 16240,1.1,26.5,41,31.3
ZCTA5 16242,2.1,24.8,36.6,36.5
ZCTA5 16244,0,42.5,23.6,33.9
ZCTA5 16245,0,34,30.9,35.1
ZCTA5 16246,0,22.8,50.5,26.7
ZCTA5 16248,3.5,22.8,38.1,35.5
ZCTA5 16249,3.8,27.9,38.4,29.9
ZCTA5 16250,9.1,38,40.6,12.3
ZCTA5 16253,0,45.5,22.7,31.8
ZCTA5 16254,2.6,25.6,40.2,31.6
ZCTA5 16255,1.1,27.1,40.6,31.2
ZCTA5 16256,4.8,35.7,39.1,20.4
ZCTA5 16258,1.5,35.5,35.5,27.6
ZCTA5 16259,0.9,24.1,42.1,32.9
ZCTA5 16260,0,13,58.2,28.8
ZCTA5 16262,1.9,21.9,44.4,31.8
ZCTA5 16263,0,25.9,44.8,29.3
ZCTA5 16301,1.8,27.3,38.5,32.5
ZCTA5 16311,2.3,30,40.4,27.2
ZCTA5 16312,-,-,-,-
ZCTA5 16313,3.6,15.6,48.4,32.4
ZCTA5 16314,3.8,29,37.8,29.4
ZCTA5 16316,0.8,26.6,40.7,31.9
ZCTA5 16317,2,24.4,44.9,28.7
ZCTA5 16319,5.2,21.8,32.6,40.4
ZCTA5 16321,0,6.5,25.8,67.7
ZCTA5 16322,0,13.8,72.4,13.8
ZCTA5 16323,3.5,23.1,41.3,32.2
ZCTA5 16326,2.6,27.8,38.4,31.1
ZCTA5 16327,2.4,27.1,39,31.5
ZCTA5 16328,3,62.6,19.2,15.2
ZCTA5 16329,1.1,19.1,55.9,23.9
ZCTA5 16331,0,10.3,79.3,10.3
ZCTA5 16332,0,63.2,36.8,0
ZCTA5 16333,4.9,19.7,47.2,28.2
ZCTA5 16334,0,18.1,40.9,40.9
ZCTA5 16335,3.2,25.8,38.8,32.3
ZCTA5 16340,3,18,49.5,29.5
ZCTA5 16341,0,22.1,44.5,33.5
ZCTA5 16342,0.8,20.2,46.5,32.5
ZCTA5 16343,0,31.6,55.3,13.1
ZCTA5 16344,5.6,21.9,38.8,33.7
ZCTA5 16345,1,18.7,41.8,38.4
ZCTA5 16346,0.6,25.9,42.3,31.2
ZCTA5 16347,4.6,15.2,49.9,30.3
ZCTA5 16350,4.5,25.7,40.9,28.9
ZCTA5 16351,0,18.2,43.2,38.7
ZCTA5 16352,0,9.8,48.8,41.5
ZCTA5 16353,0.2,11.3,42.3,46.2
ZCTA5 16354,4.2,24.5,38.3,33.1
ZCTA5 16360,6.1,19.3,48.5,26.1
ZCTA5 16361,0,0,50,50
ZCTA5 16362,0,19.5,48.9,31.6
ZCTA5 16364,2.7,25.4,44.6,27.3
ZCTA5 16365,1.3,25.4,41.5,31.7
ZCTA5 16370,0,2.4,48,49.6
ZCTA5 16371,6,22.6,34.9,36.6
ZCTA5 16372,2.4,29.1,43.7,24.8
ZCTA5 16373,1.4,22.8,45.2,30.5
ZCTA5 16374,1.8,19.5,39.6,39.2
ZCTA5 16401,2.3,26.3,42.3,29
ZCTA5 16402,3.5,16.6,54.4,25.6
ZCTA5 16403,2.6,27.3,42,28.1
ZCTA5 16404,2.8,24.5,42.5,30.3
ZCTA5 16405,7.8,20.8,42.5,28.9
ZCTA5 16406,4.8,21.3,43.3,30.5
ZCTA5 16407,3.5,24.8,42.2,29.5
ZCTA5 16410,2.5,20.7,50.8,26
ZCTA5 16411,5.2,24.4,43.3,27.1
ZCTA5 16412,10.1,32.5,36,21.4
ZCTA5 16415,0.5,29.2,41.1,29.1
ZCTA5 16416,0,43.5,33.3,23.2
ZCTA5 16417,2.7,29.1,39.4,28.8
ZCTA5 16420,1.7,23.6,40.1,34.6
ZCTA5 16421,0,25.4,41.3,33.3
ZCTA5 16422,0,46.1,37,16.9
ZCTA5 16423,1.8,30.3,41.2,26.7
ZCTA5 16424,1.4,16.2,41.7,40.6
ZCTA5 16426,2.5,27.1,40.5,30
ZCTA5 16427,3.1,26.2,36.9,33.8
ZCTA5 16428,2.2,27.6,42.6,27.6
ZCTA5 16433,4.3,25.4,45,25.3
ZCTA5 16434,6.1,34.4,33.9,25.6
ZCTA5 16435,2.7,25.9,44,27.4
ZCTA5 16436,1.1,29.8,40,29.1
ZCTA5 16438,2.3,24.9,40.7,32
ZCTA5 16440,2.3,19.1,42.6,36
ZCTA5 16441,1.3,26.2,42.5,29.9
ZCTA5 16442,0.7,30.4,43.7,25.2
ZCTA5 16443,0,26.4,41.3,32.3
ZCTA5 16444,-,-,-,-
ZCTA5 16501,19.1,7,40.7,33.2
ZCTA5 16502,8.7,35.2,37,19
ZCTA5 16503,9.3,38.4,37.4,14.9
ZCTA5 16504,5.9,29.7,38.6,25.8
ZCTA5 16505,3,23.8,35.2,38
ZCTA5 16506,3,28.2,37.7,31.1
ZCTA5 16507,6.9,37.5,37.6,18.1
ZCTA5 16508,2.1,35.5,37,25.4
ZCTA5 16509,5.2,28.3,35,31.4
ZCTA5 16510,4.7,30,38.7,26.6
ZCTA5 16511,2.8,30.8,32.9,33.4
ZCTA5 16546,-,-,-,-
ZCTA5 16563,-,-,-,-
ZCTA5 16601,4.1,29,37.3,29.6
ZCTA5 16602,3.4,28.6,40.9,27.1
ZCTA5 16611,3.1,25.5,39.1,32.3
ZCTA5 16613,3.2,23.1,39.3,34.5
ZCTA5 16616,0,6.5,43.5,50
ZCTA5 16617,2.4,32,37.7,27.9
ZCTA5 16619,0,26.1,40.3,33.6
ZCTA5 16620,0.7,15.8,43.2,40.3
ZCTA5 16621,2.5,27.7,41.5,28.4
ZCTA5 16622,0,19.4,33.3,47.2
ZCTA5 16623,1.4,26.4,33,39.2
ZCTA5 16624,5.1,33.3,43.6,17.9
ZCTA5 16625,1.1,30.4,38.9,29.7
ZCTA5 16627,2.8,24.8,41.9,30.6
ZCTA5 16630,5.2,23.8,41.4,29.6
ZCTA5 16631,0,18.8,34.4,46.9
ZCTA5 16633,0,43.6,34,22.3
ZCTA5 16634,0,30.1,37,32.9
ZCTA5 16635,2.9,23,35.6,38.4
ZCTA5 16636,0,35.7,34.8,29.5
ZCTA5 16637,2,18.6,58.6,20.8
ZCTA5 16638,0,14.3,42.9,42.9
ZCTA5 16639,0.3,23.9,46.8,29
ZCTA5 16640,0,17.9,39.7,42.3
ZCTA5 16641,1,28.6,41.2,29.2
ZCTA5 16645,0,6.6,67.2,26.2
ZCTA5 16646,2.1,30.4,38.1,29.4
ZCTA5 16647,0,28.5,35.6,35.9
ZCTA5 16648,1.2,22.6,37.8,38.4
ZCTA5 16650,1.5,18.2,41.9,38.4
ZCTA5 16651,1.6,21.3,45.5,31.6
ZCTA5 16652,3.9,23,36.8,36.3
ZCTA5 16655,0.5,20.4,44.2,34.8
ZCTA5 16656,0,21.4,46.7,31.9
ZCTA5 16657,1.1,24,41.7,33.2
ZCTA5 16659,0,34.4,42.7,22.9
ZCTA5 16661,5.1,27.6,38.9,28.4
ZCTA5 16662,2,25.8,34.2,38.1
ZCTA5 16664,6.1,21.4,43.7,28.8
ZCTA5 16665,3.9,49.6,37,9.4
ZCTA5 16666,1.6,20.7,50.8,26.9
ZCTA5 16667,3.8,22.6,50.9,22.7
ZCTA5 16668,2,20.9,45.9,31.1
ZCTA5 16669,1.9,25.5,37.6,35
ZCTA5 16670,30.8,15.4,0,53.8
ZCTA5 16671,0.5,32.8,39.8,26.9
ZCTA5 16672,5.5,38.4,16.4,39.7
ZCTA5 16673,3.8,31,35.6,29.5
ZCTA5 16674,3.3,25.8,36.5,34.4
ZCTA5 16677,0,4.3,63,32.7
ZCTA5 16678,1,24.2,38.3,36.5
ZCTA5 16679,1.2,12.6,41.4,44.8
ZCTA5 16680,2.2,21.6,33.8,42.4
ZCTA5 16682,0,0,100,0
ZCTA5 16683,2,25.2,43,29.8
ZCTA5 16685,0,21.7,43.5,34.8
ZCTA5 16686,3.2,28.1,38.4,30.3
ZCTA5 16689,3.2,23.7,41.6,31.6
ZCTA5 16691,8.9,6.8,47.3,37
ZCTA5 16692,1.1,25.4,47.8,25.7
ZCTA5 16693,2.3,29.8,38,29.8
ZCTA5 16694,0,19.3,36.8,43.9
ZCTA5 16695,1.9,40.5,30.9,26.7
ZCTA5 16699,-,-,-,-
ZCTA5 16701,5.7,27.7,40.3,26.2
ZCTA5 16720,0.6,21.7,33.5,44.2
ZCTA5 16724,5.2,6.9,36.2,51.7
ZCTA5 16725,0,83,9.1,8
ZCTA5 16726,0,33.7,37.3,29
ZCTA5 16727,0,66.7,28.8,4.5
ZCTA5 16728,0,13.6,63.6,22.7
ZCTA5 16729,2.4,29.5,45.8,22.4
ZCTA5 16730,0,28.1,28.1,43.9
ZCTA5 16731,1.3,17.1,46.9,34.7
ZCTA5 16732,0,30.9,41.9,27.2
ZCTA5 16733,0,11.9,42.9,45.2
ZCTA5 16734,0,29.1,41.9,29.1
ZCTA5 16735,2.7,27.5,37.6,32.2
ZCTA5 16738,1.3,22.9,48.8,27
ZCTA5 16740,6.5,31.8,33.6,28
ZCTA5 16743,4.3,27.6,38.7,29.4
ZCTA5 16744,0,13.6,37,49.4
ZCTA5 16745,0,27.8,33,39.1
ZCTA5 16746,1.7,24.5,47.7,26
ZCTA5 16748,2.4,20.9,37.3,39.4
ZCTA5 16749,5.7,23.2,41.4,29.7
ZCTA5 16750,0,35,42.9,22.2
ZCTA5 16801,25.8,29.5,26.3,18.4
ZCTA5 16802,0,100,0,0
ZCTA5 16803,19.1,38.2,25,17.8
ZCTA5 16820,0.5,36.5,38.5,24.6
ZCTA5 16821,0,0,83.3,16.7
ZCTA5 16822,2,21.2,41.7,35.1
ZCTA5 16823,1,32.9,39,27.1
ZCTA5 16825,0,52.6,14.9,32.5
ZCTA5 16826,0,29.4,25.7,44.9
ZCTA5 16827,2.1,26.3,42.3,29.3
ZCTA5 16828,1.2,19.2,43.7,35.9
ZCTA5 16829,0.7,31.3,32.7,35.2
ZCTA5 16830,2,27.3,35.6,35.1
ZCTA5 16832,1.2,23.5,55.6,19.8
ZCTA5 16833,2.1,24.5,40.1,33.3
ZCTA5 16834,0,6.9,42.1,51
ZCTA5 16835,7.1,8.6,60,24.3
ZCTA5 16836,2,23.3,45,29.8
ZCTA5 16837,16.9,39.4,31,12.7
ZCTA5 16838,1.7,26.7,39.1,32.5
ZCTA5 16839,3,37.7,43.6,15.7
ZCTA5 16840,0,46.9,31.6,21.5
ZCTA5 16841,1.9,22.2,46.7,29.2
ZCTA5 16843,8.1,17.3,44.5,30.1
ZCTA5 16844,0.2,25.3,46.4,28.1
ZCTA5 16845,0,26.5,42.6,30.9
ZCTA5 16847,0,3.4,38.5,58.1
ZCTA5 16848,3.8,33.3,36.5,26.4
ZCTA5 16849,0,13,26.1,60.9
ZCTA5 16851,0,34.5,45.5,20.1
ZCTA5 16852,0,8.6,50.4,41
ZCTA5 16853,6.3,26,43.8,24
ZCTA5 16854,0,22.1,47.4,30.5
ZCTA5 16855,0,22.3,17.5,60.2
ZCTA5 16858,0,21.1,45.7,33.1
ZCTA5 16859,0.8,22.1,57.5,19.6
ZCTA5 16860,0,0,91.8,8.2
ZCTA5 16861,0,24,47.1,28.8
ZCTA5 16863,0,29.1,38.3,32.6
ZCTA5 16865,2,30.4,31.4,36.1
ZCTA5 16866,2.6,27.8,33.9,35.7
ZCTA5 16868,0,10.5,53.1,36.3
ZCTA5 16870,0.8,27.3,48.6,23.2
ZCTA5 16871,0,11.1,38.9,50
ZCTA5 16872,4.1,35.1,35.3,25.4
ZCTA5 16874,0.6,21.2,42.1,36.1
ZCTA5 16875,1.5,24.4,44.7,29.4
ZCTA5 16876,6.2,17.7,48.7,27.4
ZCTA5 16877,0.5,28,41.1,30.3
ZCTA5 16878,1.4,26.5,38.8,33.4
ZCTA5 16879,0,16,39.4,44.6
ZCTA5 16881,0,31.3,49,19.7
ZCTA5 16882,1.5,31.4,43.1,24.1
ZCTA5 16901,1.6,24.2,34.2,40
ZCTA5 16911,8.6,21.8,31.6,37.9
ZCTA5 16912,8.9,38.9,29.7,22.5
ZCTA5 16914,3,21,45.4,30.6
ZCTA5 16915,3.6,21.7,39.7,35
ZCTA5 16917,2.3,17.4,44.9,35.4
ZCTA5 16920,1.5,31.1,33.1,34.3
ZCTA5 16921,0,22.1,34.4,43.6
ZCTA5 16922,2.5,19.3,42.7,35.5
ZCTA5 16923,2.5,23.3,33.6,40.6
ZCTA5 16925,1.5,26.9,39.3,32.3
ZCTA5 16926,2.3,20.9,46.1,30.7
ZCTA5 16927,0,13.8,46.8,39.4
ZCTA5 16928,3.8,24.7,42.7,28.7
ZCTA5 16929,0.7,28.8,39.7,30.8
ZCTA5 16930,3.3,20.7,37.6,38.4
ZCTA5 16932,4.5,41.1,29.3,25.1
ZCTA5 16933,9.8,24.2,36.7,29.3
ZCTA5 16935,4.7,20.2,49,26.1
ZCTA5 16936,0.3,21.3,46.5,31.9
ZCTA5 16937,0,8.5,66.2,25.4
ZCTA5 16938,0,23,41.2,35.7
ZCTA5 16939,1.7,52.5,25.4,20.3
ZCTA5 16940,4.5,15.7,42.7,37.1
ZCTA5 16941,0,12.5,62.5,25
ZCTA5 16942,2.3,12.2,48.8,36.6
ZCTA5 16943,6.4,10.5,31.1,52.1
ZCTA5 16946,2.5,31.1,38.4,28
ZCTA5 16947,0.7,23,38.4,37.9
ZCTA5 16948,7.4,22.6,38.9,31.1
ZCTA5 16950,0.7,18.8,40.4,40.1
ZCTA5 17002,13.3,39.4,27,20.3
ZCTA5 17003,3.5,24.6,38.3,33.6
ZCTA5 17004,6.9,23.4,33.2,36.4
ZCTA5 17005,2.2,22.2,48.9,26.7
ZCTA5 17006,1.7,30.2,39.9,28.2
ZCTA5 17007,0,26.8,33.4,39.9
ZCTA5 17009,3.5,32.6,31.5,32.4
ZCTA5 17010,0,42.9,57.1,0
ZCTA5 17011,2.4,32.3,35.3,30
ZCTA5 17013,3.5,33.4,36,27.1
ZCTA5 17015,0.5,23.6,47,28.9
ZCTA5 17016,0,17.7,10.7,71.5
ZCTA5 17017,2.3,24,39.4,34.3
ZCTA5 17018,0.4,29.8,38.2,31.7
ZCTA5 17019,1.7,29.5,41.4,27.4
ZCTA5 17020,2.7,26.6,42.5,28.2
ZCTA5 17021,1,24.4,38.1,36.5
ZCTA5 17022,1.4,28.9,38.7,30.9
ZCTA5 17023,3.7,26,43.6,26.8
ZCTA5 17024,2.3,28.1,37.7,31.9
ZCTA5 17025,1.7,34.6,39.2,24.5
ZCTA5 17026,5,28.5,46.7,19.8
ZCTA5 17027,0,47.8,48.7,3.5
ZCTA5 17028,2.1,27.9,35.4,34.6
ZCTA5 17029,0,32.2,42.4,25.4
ZCTA5 17030,5.8,27.1,34.8,32.3
ZCTA5 17032,1.2,26.5,42,30.3
ZCTA5 17033,4.4,31.3,36.2,28.2
ZCTA5 17034,4.7,26.6,45.9,22.7
ZCTA5 17035,0.5,27.6,40.8,31
ZCTA5 17036,2.6,34.7,37.3,25.4
ZCTA5 17037,5.4,28.9,42.9,22.9
ZCTA5 17038,1.4,29.8,42,26.8
ZCTA5 17039,0,0,100,0
ZCTA5 17040,1.6,21.4,48.6,28.4
ZCTA5 17041,0,44.2,45,10.8
ZCTA5 17042,2,28.6,39.6,29.7
ZCTA5 17043,3.9,42.7,35.1,18.2
ZCTA5 17044,3.5,29.4,36.9,30.2
ZCTA5 17045,1.2,29.2,39.9,29.6
ZCTA5 17046,5,32.4,34.8,27.9
ZCTA5 17047,0.8,25.7,38.5,35.1
ZCTA5 17048,2.6,31.6,36.6,29.2
ZCTA5 17049,1,36.5,38.4,24.1
ZCTA5 17050,2,28.6,39.8,29.6
ZCTA5 17051,2.9,21.1,41.4,34.7
ZCTA5 17052,1.7,23.7,43.8,30.7
ZCTA5 17053,2.3,31,38.3,28.4
ZCTA5 17055,1.7,31,39.2,28.1
ZCTA5 17056,0,0,100,0
ZCTA5 17057,4.3,29,37.2,29.5
ZCTA5 17058,7.1,32.1,39.6,21.2
ZCTA5 17059,0.7,21.3,46.1,31.9
ZCTA5 17060,2.2,32.6,36.5,28.7
ZCTA5 17061,2.2,25.7,37.9,34.3
ZCTA5 17062,1.8,24.3,42.7,31.3
ZCTA5 17063,4.5,20.3,42.3,32.9
ZCTA5 17064,0,9.4,35,55.6
ZCTA5 17065,3.4,27.5,48.2,20.9
ZCTA5 17066,4.4,27.5,40.1,28
ZCTA5 17067,3.1,27.8,34.5,34.5
ZCTA5 17068,1.7,30.7,42.2,25.5
ZCTA5 17069,1.6,37.5,18.8,42.2
ZCTA5 17070,1.2,32,39,27.7
ZCTA5 17071,0,15.4,46.2,38.5
ZCTA5 17072,0,36.4,0,63.6
ZCTA5 17073,3.8,31.6,36.6,28
ZCTA5 17074,2.3,27.6,43.6,26.5
ZCTA5 17075,4.3,8.7,54.3,32.6
ZCTA5 17076,0,0,100,0
ZCTA5 17077,0,54.1,45.9,0
ZCTA5 17078,2.9,29.1,38,29.9
ZCTA5 17080,5.1,23.7,46.6,24.6
ZCTA5 17081,0,9.5,32.9,57.6
ZCTA5 17082,2,23.6,40.4,34
ZCTA5 17083,0,0,100,0
ZCTA5 17084,4.6,21.8,41.2,32.4
ZCTA5 17086,3,27.8,41.6,27.6
ZCTA5 17087,1.9,27.8,40.1,30.2
ZCTA5 17088,8.3,32.6,26.3,32.9
ZCTA5 17090,4.2,27.2,44.9,23.7
ZCTA5 17093,0,21.6,50.3,28.1
ZCTA5 17094,2.2,27.5,37.2,33.1
ZCTA5 17097,0.9,19.9,50.4,28.8
ZCTA5 17098,1.8,25.2,40.1,32.9
ZCTA5 17099,8.6,16.4,49.5,25.4
ZCTA5 17101,16.3,36,18.3,29.4
ZCTA5 17102,8.4,38.5,34.1,18.9
ZCTA5 17103,4.1,38.6,38.8,18.5
ZCTA5 17104,9.1,35.2,39.5,16.2
ZCTA5 17109,7.8,34.4,31.1,26.6
ZCTA5 17110,2.9,31.5,40.4,25.3
ZCTA5 17111,3.3,30.2,42.2,24.3
ZCTA5 17112,1.4,27.2,40.1,31.3
ZCTA5 17113,2.1,30.2,39.1,28.7
ZCTA5 17120,-,-,-,-
ZCTA5 17201,3.9,32.7,32,31.4
ZCTA5 17202,1.2,30,39.1,29.7
ZCTA5 17210,0,30.6,44.7,24.7
ZCTA5 17211,0,24.6,46.7,28.6
ZCTA5 17212,3.1,29.9,34.5,32.6
ZCTA5 17213,0,23.2,44.8,32
ZCTA5 17214,9.5,27.1,30.9,32.5
ZCTA5 17215,2.3,35.6,33.3,28.7
ZCTA5 17217,8.3,27.4,23.8,40.5
ZCTA5 17219,8.4,10.7,42.7,38.2
ZCTA5 17220,0,32.6,26.8,40.5
ZCTA5 17221,0,22.7,39.3,38
ZCTA5 17222,1.1,22.9,38.9,37
ZCTA5 17223,2.5,16.9,66.1,14.4
ZCTA5 17224,1.1,17.8,47.1,33.9
ZCTA5 17225,2.2,31.5,39.3,26.9
ZCTA5 17228,3.1,26.1,36.5,34.4
ZCTA5 17229,1.1,24.1,36.9,37.9
ZCTA5 17233,1.3,23.5,42.4,32.8
ZCTA5 17235,0,45.4,43.1,11.4
ZCTA5 17236,1,26.2,41.2,31.6
ZCTA5 17237,1.4,31.8,39.1,27.8
ZCTA5 17238,0.6,24.8,48.7,25.9
ZCTA5 17239,0,38.4,41.9,19.8
ZCTA5 17240,4,33.7,39.8,22.5
ZCTA5 17241,2.6,28.4,40.4,28.5
ZCTA5 17243,0.9,29.4,33.1,36.6
ZCTA5 17244,2.5,26.3,41.6,29.6
ZCTA5 17246,0,18.1,50,31.9
ZCTA5 17247,0,0,0,100
ZCTA5 17249,1.3,22.3,45.2,31.2
ZCTA5 17250,0,0,100,0
ZCTA5 17251,0,9.5,78.6,11.9
ZCTA5 17252,5.9,21.8,46.5,25.8
ZCTA5 17253,0,28.6,49.1,22.3
ZCTA5 17254,0,0,0,100
ZCTA5 17255,0.2,25.1,40.7,34
ZCTA5 17256,0,34.7,65.3,0
ZCTA5 17257,8.7,32.6,33.7,25
ZCTA5 17260,0,17.1,44.8,38
ZCTA5 17261,-,-,-,-
ZCTA5 17262,10.4,26.1,43.6,19.9
ZCTA5 17263,0,14.1,21.6,64.3
ZCTA5 17264,4.9,24.5,37.7,32.8
ZCTA5 17265,1.9,27,34.4,36.7
ZCTA5 17266,7,23.2,49.2,20.5
ZCTA5 17267,3.3,22.5,35.8,38.4
ZCTA5 17268,2.9,31.6,36.4,29.2
ZCTA5 17270,0,0,37.2,62.8
ZCTA5 17271,7.1,13.1,43.4,36.4
ZCTA5 17272,0,36.6,11.7,51.6
ZCTA5 17301,0.7,31,40.2,28.1
ZCTA5 17302,2.7,21.8,47.2,28.3
ZCTA5 17304,6,30.3,36.6,27.2
ZCTA5 17306,0,31.6,44.9,23.5
ZCTA5 17307,1.5,28.3,42.6,27.5
ZCTA5 17309,1.9,21.7,43.1,33.3
ZCTA5 17311,1.9,28.2,37.9,32
ZCTA5 17313,2.7,31.6,40.8,24.9
ZCTA5 17314,1.7,30.2,42.8,25.3
ZCTA5 17315,2.2,26,42.1,29.7
ZCTA5 17316,4,24.6,46.5,24.8
ZCTA5 17317,0,39.4,38.5,22.1
ZCTA5 17318,5.3,31.9,48.4,14.4
ZCTA5 17319,1.9,34.7,43.5,20
ZCTA5 17320,0.7,25.1,44.6,29.6
ZCTA5 17321,4.3,24.7,42.9,28.1
ZCTA5 17322,0.6,20.6,57.9,20.9
ZCTA5 17324,1,22.4,38.8,37.9
ZCTA5 17325,1.9,22.6,39.5,35.9
ZCTA5 17327,2.7,27.2,42.5,27.6
ZCTA5 17329,0.7,21.3,61.3,16.7
ZCTA5 17331,2.7,28.9,38.3,30.1
ZCTA5 17339,1.8,22.5,50.6,25
ZCTA5 17340,2.5,25.4,42.4,29.8
ZCTA5 17343,0,33.3,66.7,0
ZCTA5 17344,0,29.8,39.6,30.5
ZCTA5 17345,2.4,30.1,40.8,26.7
ZCTA5 17347,1.5,33,47.6,17.9
ZCTA5 17349,0.8,27.5,39.2,32.5
ZCTA5 17350,2,24.8,39.4,33.8
ZCTA5 17352,1.2,19.5,49.5,29.8
